InventoryId,Store,Brand,Description,Size,SalesQuantity,SalesDollars,SalesPrice,SalesDate,Volume,Classification,ExciseTax,VendorNo,VendorName
1_HARDERSFIELD_10058,1,10058,F Coppola Dmd Ivry Cab Svgn,750mL,3,44.97,14.99,2024-01-22,750.0,2,0.34,2000,SOUTHERN WINE & SPIRITS NE 
1_HARDERSFIELD_10058,1,10058,F Coppola Dmd Ivry Cab Svgn,750mL,2,29.98,14.99,2024-01-23,750.0,2,0.22,2000,SOUTHERN WINE & SPIRITS NE 
1_HARDERSFIELD_10058,1,10058,F Coppola Dmd Ivry Cab Svgn,750mL,1,14.99,14.99,2024-01-25,750.0,2,0.11,2000,SOUTHERN WINE & SPIRITS NE 
1_HARDERSFIELD_10058,1,10058,F Coppola Dmd Ivry Cab Svgn,750mL,1,14.99,14.99,2024-01-29,750.0,2,0.11,2000,SOUTHERN WINE & SPIRITS NE 
1_HARDERSFIELD_1006,1,1006,Jim Beam Candy Cane 4/50mLs,50mL 4 Pk,1,3.99,3.99,2024-01-29,50.0,1,0.05,12546,JIM BEAM BRANDS COMPANY    
1_HARDERSFIELD_10062,1,10062,Terroirs du Rhone,750mL,1,8.99,8.99,2024-01-01,750.0,2,0.11,10754,PERFECTA WINES             
1_HARDERSFIELD_10062,1,10062,Terroirs du Rhone,750mL,1,8.99,8.99,2024-01-02,750.0,2,0.11,10754,PERFECTA WINES             
1_HARDERSFIELD_10062,1,10062,Terroirs du Rhone,750mL,1,8.99,8.99,2024-01-05,750.0,2,0.11,10754,PERFECTA WINES             
1_HARDERSFIELD_10062,1,10062,Terroirs du Rhone,750mL,1,8.99,8.99,2024-01-07,750.0,2,0.11,10754,PERFECTA WINES             
1_HARDERSFIELD_10062,1,10062,Terroirs du Rhone,750mL,3,26.97,8.99,2024-01-09,750.0,2,0.34,10754,PERFECTA WINES             
1_HARDERSFIELD_10062,1,10062,Terroirs du Rhone,750mL,1,8.99,8.99,2024-01-14,750.0,2,0.11,10754,PERFECTA WINES             
1_HARDERSFIELD_10062,1,10062,Terroirs du Rhone,750mL,1,8.99,8.99,2024-01-16,750.0,2,0.11,10754,PERFECTA WINES             
1_HARDERSFIELD_10062,1,10062,Terroirs du Rhone,750mL,1,8.99,8.99,2024-01-18,750.0,2,0.11,10754,PERFECTA WINES             
1_HARDERSFIELD_10062,1,10062,Terroirs du Rhone,750mL,2,17.98,8.99,2024-01-22,750.0,2,0.22,10754,PERFECTA WINES             
1_HARDERSFIELD_10062,1,10062,Terroirs du Rhone,750mL,1,8.99,8.99,2024-01-23,750.0,2,0.11,10754,PERFECTA WINES             
1_HARDERSFIELD_10062,1,10062,Terroirs du Rhone,750mL,3,26.97,8.99,2024-01-24,750.0,2,0.34,10754,PERFECTA WINES             
1_HARDERSFIELD_10062,1,10062,Terroirs du Rhone,750mL,1,8.99,8.99,2024-01-28,750.0,2,0.11,10754,PERFECTA WINES             
1_HARDERSFIELD_10062,1,10062,Terroirs du Rhone,750mL,1,8.99,8.99,2024-01-30,750.0,2,0.11,10754,PERFECTA WINES             
1_HARDERSFIELD_1009,1,1009,Rebel Yell Variety Pack,750mL 3 Pk,1,49.99,49.99,2024-01-02,750.0,1,0.79,8352,LUXCO INC                  
1_HARDERSFIELD_1012,1,1012,Courvoisier VSOP VAP,750mL,1,34.99,34.99,2024-01-29,750.0,1,0.79,12546,JIM BEAM BRANDS COMPANY    
1_HARDERSFIELD_1013,1,1013,Kahlua Pumpkin Spice Liqueur,750mL,1,18.99,18.99,2024-01-06,750.0,1,0.79,17035,PERNOD RICARD USA          
1_HARDERSFIELD_1013,1,1013,Kahlua Pumpkin Spice Liqueur,750mL,1,18.99,18.99,2024-01-29,750.0,1,0.79,17035,PERNOD RICARD USA          
1_HARDERSFIELD_1019,1,1019,Drambuie Glass Pack,750mL,1,26.99,26.99,2024-01-09,750.0,1,0.79,3664,WILLIAM GRANT & SONS INC   
1_HARDERSFIELD_1019,1,1019,Drambuie Glass Pack,750mL,1,26.99,26.99,2024-01-20,750.0,1,0.79,3664,WILLIAM GRANT & SONS INC   
1_HARDERSFIELD_1020,1,1020,B & B Dom VAP,750mL,1,24.99,24.99,2024-01-29,750.0,1,0.79,480,BACARDI USA INC            
1_HARDERSFIELD_1021,1,1021,St Brendans Peppermint Bark,750mL,12,167.88,13.99,2024-01-29,750.0,1,9.45,8352,LUXCO INC                  
1_HARDERSFIELD_1022,1,1022,St Brendans Salted Caramel,750mL,1,13.99,13.99,2024-01-30,750.0,1,0.79,8352,LUXCO INC                  
1_HARDERSFIELD_10236,1,10236,Layer Cake Malbec Mendoza,750mL,1,15.99,15.99,2024-01-06,750.0,2,0.11,4425,MARTIGNETTI COMPANIES
1_HARDERSFIELD_10236,1,10236,Layer Cake Malbec Mendoza,750mL,1,15.99,15.99,2024-01-09,750.0,2,0.11,4425,MARTIGNETTI COMPANIES
1_HARDERSFIELD_10236,1,10236,Layer Cake Malbec Mendoza,750mL,1,15.99,15.99,2024-01-12,750.0,2,0.11,4425,MARTIGNETTI COMPANIES
1_HARDERSFIELD_10236,1,10236,Layer Cake Malbec Mendoza,750mL,1,15.99,15.99,2024-01-14,750.0,2,0.11,4425,MARTIGNETTI COMPANIES
1_HARDERSFIELD_10236,1,10236,Layer Cake Malbec Mendoza,750mL,1,15.99,15.99,2024-01-16,750.0,2,0.11,4425,MARTIGNETTI COMPANIES
1_HARDERSFIELD_10236,1,10236,Layer Cake Malbec Mendoza,750mL,2,31.98,15.99,2024-01-19,750.0,2,0.22,4425,MARTIGNETTI COMPANIES
1_HARDERSFIELD_10236,1,10236,Layer Cake Malbec Mendoza,750mL,1,15.99,15.99,2024-01-22,750.0,2,0.11,4425,MARTIGNETTI COMPANIES
1_HARDERSFIELD_10236,1,10236,Layer Cake Malbec Mendoza,750mL,2,31.98,15.99,2024-01-23,750.0,2,0.22,4425,MARTIGNETTI COMPANIES
1_HARDERSFIELD_10236,1,10236,Layer Cake Malbec Mendoza,750mL,1,15.99,15.99,2024-01-28,750.0,2,0.11,4425,MARTIGNETTI COMPANIES
1_HARDERSFIELD_10238,1,10238,Layer Cake Primitivo Puglia,750mL,2,31.98,15.99,2024-01-02,750.0,2,0.22,4425,MARTIGNETTI COMPANIES
1_HARDERSFIELD_10238,1,10238,Layer Cake Primitivo Puglia,750mL,2,31.98,15.99,2024-01-06,750.0,2,0.22,4425,MARTIGNETTI COMPANIES
1_HARDERSFIELD_10238,1,10238,Layer Cake Primitivo Puglia,750mL,2,31.98,15.99,2024-01-09,750.0,2,0.22,4425,MARTIGNETTI COMPANIES
1_HARDERSFIELD_10238,1,10238,Layer Cake Primitivo Puglia,750mL,4,63.96,15.99,2024-01-12,750.0,2,0.45,4425,MARTIGNETTI COMPANIES
1_HARDERSFIELD_10238,1,10238,Layer Cake Primitivo Puglia,750mL,3,47.97,15.99,2024-01-14,750.0,2,0.34,4425,MARTIGNETTI COMPANIES
1_HARDERSFIELD_10238,1,10238,Layer Cake Primitivo Puglia,750mL,2,31.98,15.99,2024-01-15,750.0,2,0.22,4425,MARTIGNETTI COMPANIES
1_HARDERSFIELD_10238,1,10238,Layer Cake Primitivo Puglia,750mL,4,63.96,15.99,2024-01-16,750.0,2,0.45,4425,MARTIGNETTI COMPANIES
1_HARDERSFIELD_10238,1,10238,Layer Cake Primitivo Puglia,750mL,1,15.99,15.99,2024-01-19,750.0,2,0.11,4425,MARTIGNETTI COMPANIES
1_HARDERSFIELD_10238,1,10238,Layer Cake Primitivo Puglia,750mL,6,95.94,15.99,2024-01-22,750.0,2,0.68,4425,MARTIGNETTI COMPANIES
1_HARDERSFIELD_10238,1,10238,Layer Cake Primitivo Puglia,750mL,1,15.99,15.99,2024-01-29,750.0,2,0.11,4425,MARTIGNETTI COMPANIES
1_HARDERSFIELD_10239,1,10239,Cannonball Cab Svgn Cal,750mL,1,13.99,13.99,2024-01-02,750.0,2,0.11,4425,MARTIGNETTI COMPANIES
1_HARDERSFIELD_10239,1,10239,Cannonball Cab Svgn Cal,750mL,1,13.99,13.99,2024-01-04,750.0,2,0.11,4425,MARTIGNETTI COMPANIES
1_HARDERSFIELD_10239,1,10239,Cannonball Cab Svgn Cal,750mL,1,13.99,13.99,2024-01-07,750.0,2,0.11,4425,MARTIGNETTI COMPANIES
1_HARDERSFIELD_10239,1,10239,Cannonball Cab Svgn Cal,750mL,10,139.9,13.99,2024-01-09,750.0,2,1.12,4425,MARTIGNETTI COMPANIES
1_HARDERSFIELD_10239,1,10239,Cannonball Cab Svgn Cal,750mL,1,13.99,13.99,2024-01-16,750.0,2,0.11,4425,MARTIGNETTI COMPANIES
1_HARDERSFIELD_10239,1,10239,Cannonball Cab Svgn Cal,750mL,1,13.99,13.99,2024-01-19,750.0,2,0.11,4425,MARTIGNETTI COMPANIES
1_HARDERSFIELD_10239,1,10239,Cannonball Cab Svgn Cal,750mL,4,55.96,13.99,2024-01-22,750.0,2,0.45,4425,MARTIGNETTI COMPANIES
1_HARDERSFIELD_10239,1,10239,Cannonball Cab Svgn Cal,750mL,2,27.98,13.99,2024-01-23,750.0,2,0.22,4425,MARTIGNETTI COMPANIES
1_HARDERSFIELD_10239,1,10239,Cannonball Cab Svgn Cal,750mL,1,13.99,13.99,2024-01-29,750.0,2,0.11,4425,MARTIGNETTI COMPANIES
1_HARDERSFIELD_1024,1,1024,Hennessey VS +VSOP 50mL,750mL,36,1007.64,27.99,2024-01-13,750.0,1,28.35,8112,MOET HENNESSY USA INC      
1_HARDERSFIELD_10254,1,10254,Beringer Classic Chard,750mL,2,13.98,6.99,2024-01-08,750.0,2,0.22,9819,TREASURY WINE ESTATES      
1_HARDERSFIELD_10254,1,10254,Beringer Classic Chard,750mL,1,6.99,6.99,2024-01-13,750.0,2,0.11,9819,TREASURY WINE ESTATES      
1_HARDERSFIELD_10254,1,10254,Beringer Classic Chard,750mL,2,13.98,6.99,2024-01-26,750.0,2,0.22,9819,TREASURY WINE ESTATES      
1_HARDERSFIELD_10264,1,10264,Fort Ross Pnt Nr Sonoma Cst,750mL,2,59.98,29.99,2024-01-02,750.0,2,0.22,10754,PERFECTA WINES             
1_HARDERSFIELD_10264,1,10264,Fort Ross Pnt Nr Sonoma Cst,750mL,1,29.99,29.99,2024-01-10,750.0,2,0.11,10754,PERFECTA WINES             
1_HARDERSFIELD_10264,1,10264,Fort Ross Pnt Nr Sonoma Cst,750mL,6,179.94,29.99,2024-01-13,750.0,2,0.68,10754,PERFECTA WINES             
1_HARDERSFIELD_10264,1,10264,Fort Ross Pnt Nr Sonoma Cst,750mL,2,59.98,29.99,2024-01-16,750.0,2,0.22,10754,PERFECTA WINES             
1_HARDERSFIELD_10264,1,10264,Fort Ross Pnt Nr Sonoma Cst,750mL,1,29.99,29.99,2024-01-17,750.0,2,0.11,10754,PERFECTA WINES             
1_HARDERSFIELD_10266,1,10266,Klinker Brick Old Vine Znfdl,750mL,1,16.99,16.99,2024-01-09,750.0,2,0.11,9552,M S WALKER INC             
1_HARDERSFIELD_10266,1,10266,Klinker Brick Old Vine Znfdl,750mL,1,16.99,16.99,2024-01-10,750.0,2,0.11,9552,M S WALKER INC             
1_HARDERSFIELD_10266,1,10266,Klinker Brick Old Vine Znfdl,750mL,1,16.99,16.99,2024-01-15,750.0,2,0.11,9552,M S WALKER INC             
1_HARDERSFIELD_10266,1,10266,Klinker Brick Old Vine Znfdl,750mL,1,16.99,16.99,2024-01-16,750.0,2,0.11,9552,M S WALKER INC             
1_HARDERSFIELD_10266,1,10266,Klinker Brick Old Vine Znfdl,750mL,1,16.99,16.99,2024-01-22,750.0,2,0.11,9552,M S WALKER INC             
1_HARDERSFIELD_10266,1,10266,Klinker Brick Old Vine Znfdl,750mL,2,33.98,16.99,2024-01-23,750.0,2,0.22,9552,M S WALKER INC             
1_HARDERSFIELD_10266,1,10266,Klinker Brick Old Vine Znfdl,750mL,1,16.99,16.99,2024-01-24,750.0,2,0.11,9552,M S WALKER INC             
1_HARDERSFIELD_10266,1,10266,Klinker Brick Old Vine Znfdl,750mL,1,16.99,16.99,2024-01-26,750.0,2,0.11,9552,M S WALKER INC             
1_HARDERSFIELD_10266,1,10266,Klinker Brick Old Vine Znfdl,750mL,1,16.99,16.99,2024-01-29,750.0,2,0.11,9552,M S WALKER INC             
1_HARDERSFIELD_10266,1,10266,Klinker Brick Old Vine Znfdl,750mL,1,16.99,16.99,2024-01-30,750.0,2,0.11,9552,M S WALKER INC             
1_HARDERSFIELD_1029,1,1029,Fulton's Harvest Apple Pie L,750mL,1,9.99,9.99,2024-01-03,750.0,1,0.79,3924,HEAVEN HILL DISTILLERIES   
1_HARDERSFIELD_10296,1,10296,Alamos Slcn Malbec Mendoza,750mL,1,15.99,15.99,2024-01-07,750.0,2,0.11,3252,E & J GALLO WINERY         
1_HARDERSFIELD_10296,1,10296,Alamos Slcn Malbec Mendoza,750mL,1,15.99,15.99,2024-01-08,750.0,2,0.11,3252,E & J GALLO WINERY         
1_HARDERSFIELD_10296,1,10296,Alamos Slcn Malbec Mendoza,750mL,2,31.98,15.99,2024-01-16,750.0,2,0.22,3252,E & J GALLO WINERY         
1_HARDERSFIELD_10296,1,10296,Alamos Slcn Malbec Mendoza,750mL,3,47.97,15.99,2024-01-23,750.0,2,0.34,3252,E & J GALLO WINERY         
1_HARDERSFIELD_10296,1,10296,Alamos Slcn Malbec Mendoza,750mL,2,31.98,15.99,2024-01-29,750.0,2,0.22,3252,E & J GALLO WINERY         
1_HARDERSFIELD_1031,1,1031,Avion Tasting Flight 3/375mL,375mL 3 Pk,1,44.99,44.99,2024-01-09,375.0,1,0.39,17035,PERNOD RICARD USA          
1_HARDERSFIELD_1033,1,1033,Chivas Regal w/ 2 Glasses,750mL,1,29.99,29.99,2024-01-02,750.0,1,0.79,17035,PERNOD RICARD USA          
1_HARDERSFIELD_1033,1,1033,Chivas Regal w/ 2 Glasses,750mL,1,29.99,29.99,2024-01-03,750.0,1,0.79,17035,PERNOD RICARD USA          
1_HARDERSFIELD_1035,1,1035,Pinnacle Vodka Gift Pak,750mL + 3/,2,21.98,10.99,2024-01-07,750.0,1,1.57,12546,JIM BEAM BRANDS COMPANY    
1_HARDERSFIELD_1035,1,1035,Pinnacle Vodka Gift Pak,750mL + 3/,1,10.99,10.99,2024-01-09,750.0,1,0.79,12546,JIM BEAM BRANDS COMPANY    
1_HARDERSFIELD_1035,1,1035,Pinnacle Vodka Gift Pak,750mL + 3/,1,10.99,10.99,2024-01-10,750.0,1,0.79,12546,JIM BEAM BRANDS COMPANY    
1_HARDERSFIELD_1036,1,1036,Jameson Trilogy Pack,200mL 3 Pk,2,79.98,39.99,2024-01-04,200.0,1,0.42,17035,PERNOD RICARD USA          
